DOMAIN	ASIN	REVIEW_ID	RATING
Buecher	3499237113	R1MY7KHVHB3W8A	4
Buecher	3499237113	R2YN1HN93X0IM4	4
Buecher	3499237113	RIDWN5TDSYT8V	4
Buecher	3499237113	R1P3OY8ZORSQKM	4
Buecher	3499237113	R216OJJCT2UDDS	4
Buecher	3499237113	R3AAR83CQMEO3R	4
Buecher	3499237113	R4T3WI3QWOOGH	4
Buecher	3499237113	R2LOILJK1CVPPZ	4
Buecher	3499237113	R1PZD2JCXO7LQ	4
Buecher	3499237113	R3S45XYKH5NRAY	4
Buecher	3499237113	R57KNACJM1UEP	4
Buecher	3499237113	R58Z26CGXJT0M	4
Buecher	3499237113	R1T75YR49LFF8R	4
Buecher	3499237113	R1MZEPG9G5CFLN	4
Buecher	3499237113	R12D1Q9KQPASGH	4
Buecher	3499237113	R1JOAX9RIQCZLU	4
Buecher	3499237113	R1P6WBOS2GD6AX	4
Buecher	3499237113	R2ZW1FKESM87W	4
Buecher	3499237113	R12LDLBOCN6U26	4
Buecher	3499237113	R8IICV7FEYC4L	4
Buecher	3499237113	R1T5I5K5YGMGKG	4
Buecher	3499237113	R3J8NKBFG1IKOR	4
Buecher	3499237113	R1ZFLNDA8QTMF7	4
Buecher	3499237113	RZQJSA7MVGQIO	4
Buecher	3499237113	R3KT9BD4M9BIBU	4
Buecher	3499237113	R28ATMOB08LRUN	4
Buecher	3499237113	R2MQXV6XOXWSQN	4
Buecher	3499237113	R235ETAGGZ22OL	4
Buecher	3499237113	R112J6L2GQR5MT	5
Buecher	3499237113	R1QJ2VL7CMA4UV	5
Buecher	3499237113	RMXVOULNTGRED	5
Buecher	3499237113	R7S57HJKE8LHT	5
Buecher	3499237113	R3DOKKAFA1ARU6	5
Buecher	3499237113	R35XWVCR56HJ5E	5
Buecher	3499237113	RT09YX7RCJDXT	5
Buecher	3499237113	R2ZQUGZBVTZ4QN	5
Buecher	3499237113	RLAHWHEPRTZ07	5
Buecher	3499237113	RGZ65XBUYTRF9	5
Buecher	3499237113	R2X33G2F13USSK	5
Buecher	3499237113	RK02YOA08GF62	5
Buecher	3499237113	R1CFICWE4DWXQ1	5
Buecher	3499237113	R2PHC0C27ZGQHG	5
Buecher	3499237113	R3UJ4YP7K3IEE7	5
Buecher	3499237113	R1WIAYEH37SIWH	5
Buecher	3499237113	R1KPH9OSKQYYEE	5
Buecher	3499237113	R1EYMR2Q04E060	5
Buecher	3499237113	RFF8DSJOF2SI4	5
Buecher	3499237113	RRSTWJWZH4UCA	5
Buecher	3499237113	R1LF6426F0TZBO	5
Buecher	3499237113	R3PCQAG14U5VJ4	5
Buecher	3499237113	RH3HAT5XY6AQ7	5
Buecher	3499237113	R2W9N6XW75BLNV	5
Buecher	3499237113	R2ZQPMQTASUWPM	5
Buecher	3499237113	R3M5P0QCL1D6NP	5
Buecher	3499237113	R1DSWTQNBEZLNB	5
Buecher	3499237113	R3UAN24PFFCZXW	5
Buecher	3499237113	R2K3GZDMZ4X29W	5
Buecher	3499237113	R3OUMWZZTH2PLJ	5
Buecher	3499237113	R2MQ2JDQQU1P0O	5
Buecher	3499237113	R51Y3815XVS0B	5
Buecher	3499237113	R3LZSXXTR8TMG4	5
Buecher	3499237113	R2AI6BFPTBWOB6	5
Buecher	3499237113	R9V2DZ68QV9S6	5
Buecher	3499237113	R11I4TY2M2KLM6	5
Buecher	3499237113	R2OMTWKLQ6CAAN	5
Buecher	3499237113	R1F697MSOWMSFV	5
Buecher	3499237113	RK9AZOQVONRLS	5
Buecher	3499237113	R28BV5RJQHD2LY	5
Buecher	3499237113	RTCPF3PMCBR1T	5
Buecher	3499237113	R2IPW5GBUH99CE	5
Buecher	3499237113	R23EGX3WFCAQE	5
Buecher	3499237113	R1S12OXDFHMUW9	5
Buecher	3499237113	R2PYL1S8Y5KRZP	5
Buecher	3499237113	R1WB5B2K009AZ1	5
Buecher	3499237113	R3MUZFPRCDR8AI	5
Buecher	3499237113	R1PEL3ERUVZWI3	5
Buecher	3499237113	RCBM3H6B08165	5
Buecher	3499237113	R1KA1UEIUVV3B2	5
Buecher	3499237113	R5R0XZR7JXIJV	5
Buecher	3499237113	R1Y6HVZC7LNCHX	5
Buecher	3499237113	R3N0A164TZIBPK	5
Buecher	3499237113	R2U66DOU9A85JN	5
Buecher	3499237113	RYH1YOL2U3I3O	5
Buecher	3499237113	R1JFUDAC0ZUFGP	5
Buecher	3499237113	R3HHQT8NF558GF	5
Buecher	3499237113	RG57UXTXBT1CM	5
Buecher	3499237113	R3NJDT1GTT3RLV	5
Buecher	3499237113	R29L1ANWACXRPW	5
Buecher	3499237113	R2JF04SDWFLW26	5
Buecher	3499237113	R2FQX1M0YL5K4G	5
Buecher	3499237113	R1J8S9CSE3Z97P	5
Buecher	3499237113	R15PSSOFJ13YDJ	5
Buecher	3499237113	R1BP0LJNP3FQ1Q	5
Buecher	3499237113	R3E21KLFQ9SIAD	5
Buecher	3499237113	R1YTIOUMARGCWZ	5
Buecher	3499237113	R2L8MOPAIVEM6O	5
Buecher	3499237113	RPKT7HQ9JILW9	5
Buecher	3499237113	R2OEFT5FHXSFY	5
Buecher	3499237113	RYQHZPJDKZZKD	5
Buecher	3499237113	RMK1JYBRERCX7	5
Buecher	3499237113	R12XA4UXEKPEB8	5
Buecher	3499237113	RCITGSAPHREWK	5
Buecher	3499237113	R13YM5EAM7WFJV	5
Buecher	3499237113	R28B32SIETWXZP	5
Buecher	3499237113	R10X47R091DF96	5
Buecher	3499237113	R44TZ0P4SGJ9E	5
Buecher	3499237113	RRIJ2KJDTWV5T	5
Buecher	3499237113	R3ET4SYRDOINSI	5
Buecher	3499237113	RH94SXNY6BHOM	5
Buecher	3499237113	RCOQ31G7F3FJR	5
Buecher	3499237113	R1CWB0LI9VU4HO	5
Buecher	3499237113	R1LMSCTG4HTUTL	5
Buecher	3499237113	R3LHED60V0LMZ0	5
Buecher	3499237113	R3B41KZEJELTN4	5
Buecher	3499237113	R3TDC9IJ7FXPAM	5
Buecher	3499237113	R3V6DXROBLT2PY	5
Buecher	3499237113	R1VUOE2Q0YO0RN	5
Buecher	3499237113	R37ARA55P9Z1UE	5
Buecher	3866262396	RQNWU2GDBOCIH	5
Buecher	3866262396	R47AAQVN97ZPB	5
Buecher	3862271013	R3ACNVPACH7YS2	4
Buecher	3862271013	R2JB4SDHY1W96N	5
Buecher	3862271013	R3QU4PI4JWQ6ZF	5
Buecher	3862271013	R1387KZDLPY63N	5
Buecher	3944957008	R3E5LJG8VVE464	2
Buecher	3944957008	R1OWRMMYSGAUIQ	2
Buecher	3944957008	R3TJV721BXLQJ2	2
Buecher	3944957008	R27035L9E27BYR	3
Buecher	3944957008	R1MVACDZYQ4W7L	3
Buecher	3944957008	RNGUEYNR43UY0	3
Buecher	3944957008	R7SWIPEU0ZKT2	5
Buecher	3944957008	R2NW37MZBSKYP1	5
Buecher	3944957008	R3E10Q2ZFLM8VF	5
Buecher	3944957008	R3BH2KEJ7HTTGP	5
Buecher	3944957008	R54NGHCW1T9GR	5
Buecher	3944957008	R3PSHETIC525UP	5
Buecher	3944957008	R2R2512W887JSH	5
Buecher	3944957008	R2HVDX7C2M5RW8	5
Buecher	3944957008	R158XO10TM2RE6	5
Buecher	3944957008	RZUSVYHA7XVOQ	5
Buecher	3944957008	R9URP3BO13NL	5
Buecher	3897604612	RIMUW8D421V7F	3
Buecher	3897604612	R16W6PM1MJSS4X	5
Buecher	3867022208	R3IKW8SAW97PAS	4
Buecher	3867022208	R30GE86JOY5NET	4
Buecher	3867022208	R3VA6V7DFJXU27	5
Buecher	3867022208	R1J081GNUTQP76	5
Buecher	3867022208	RUJFCN0I06WKC	5
Buecher	3795755387	R12KAZNK9C165B	3
Buecher	3795755387	R1GNTDI37ULJUV	3
Buecher	3795755387	R9MMHRJN85POR	3
Buecher	3795755387	RXHPOZSR6P11U	4
Buecher	3795755387	R23UVIFB38KMZY	5
Buecher	3795755387	R2OZSFQ6ZAIEUB	5
Buecher	3795755387	R1RRCBVDX8CW11	5
Buecher	3795755387	R15MARX2C2JVD7	5
Buecher	3795755387	R1IEWWW3RBNUN5	5
Buecher	3795755387	R2TFE9FSG13L1W	5
Buecher	3795755387	R370R1F45CGM5E	5
Buecher	3795755387	R3HTDOFMC0VKX1	5
Buecher	3795755387	R3QD77MM810SRD	5
Buecher	3795755387	R6ZFUI1O939JO	5
Buecher	3795755387	R2GMZCJHFTIR7J	5
Buecher	3795755387	R3BNJ7F13UX6AU	5
Buecher	3795755387	R1MCAZVZOHE63G	5
Buecher	3795755387	RBQ1752CIJVQL	5
Buecher	3795755387	R2AAQFCE3YVOR0	5
Buecher	3795755387	R2DL1D0PQK2F2E	5
Buecher	3795755387	R1FOD9C92HXCNU	5
Buecher	3795755387	R4LEYC92L30Z0	5
Buecher	3899220226	R36M4YAMIM56P3	1
Buecher	3899220226	R3OUNVOA6YE9KW	3
Buecher	3899220226	R3C5FQ10VSR9FB	4
Buecher	3899220226	R1F7G1RF7Q661D	4
Buecher	3899220226	R2CHASGPDVEP76	4
Buecher	3899220226	R3MFYG2QG8G1BJ	4
Buecher	3899220226	R38FEOWX0EQV4K	4
Buecher	3899220226	R1BL1G7HLVOPU3	5
Buecher	3899220226	R3S8R2MQJ54E0	5
Buecher	3899220226	R1ON5DER7V7A8T	5
Buecher	3899220226	RIUMK00PCJLRU	5
Buecher	3899220226	R3RSIPKTWDLQ5P	5
Buecher	3899220226	R1PYNHU0R1T245	5
Buecher	3899220226	R1MI762WN679TW	5
Buecher	3899220226	R3IDV26EOA8FTN	5
Buecher	3899220226	R1MP81THGXJO6Q	5
Buecher	3899220226	R3TXFCHI2INM05	5
Buecher	3899220226	R303ONLC4QPI7D	5
Buecher	3899220226	R2J35IHBBNAH0N	5
Buecher	3899220226	R2GOS2H24T94NB	5
Buecher	3527711112	R9Q5Q82F3VEU0	2
Buecher	3527711112	R79UKVF2T6E1O	5
Buecher	3527711112	R12G29KURRI701	5
Buecher	3527711112	R34G1WDACSWYAO	5
Buecher	3527711112	R2ISEOW2H1UFGR	5
Buecher	3895556599	RW3TJDN1LYA94	1
Buecher	3895556599	R1FM5216D8PHV6	1
Buecher	3895556599	R1G9M3RPDQT9W2	2
Buecher	3895556599	RO66BNWD9UU8T	2
Buecher	3895556599	R1NJFY0ZGEXDRS	2
Buecher	3895556599	RMHSTVQJOP8CS	2
Buecher	3895556599	R3KFMIE6R47AZ2	2
Buecher	3895556599	R1JLMDS5SK0XXZ	3
Buecher	3868834443	R2CWSHNYT3MRFE	1
Buecher	3868834443	R34KJASE9VB301	1
Buecher	3868834443	R2I6RV9VK4FNH4	1
Buecher	3868834443	R2EE4NZ75BBFA6	1
Buecher	3868834443	R2OVB2EFRETL6J	3
Buecher	3868834443	RE6X7HFJO8LPJ	3
Buecher	3868834443	R1V3C5TGIG0XRJ	4
Buecher	3868834443	R3MZZUXTXJ44UA	4
Buecher	3868834443	R2X6TJVPRLS8QA	4
Buecher	3868834443	R3O9ITAGGJJ5RY	4
Buecher	3868834443	RE6F43RAFNO0T	4
Buecher	3868834443	R2TMT89CMZYG2E	4
Buecher	3868834443	R11EOC0DAS3OYT	5
Buecher	3868834443	R3U6AKIYW0IWUW	5
Buecher	3868834443	R7ME3V9BFRITF	5
Buecher	3868834443	R3344EX4N6ZOMB	5
Buecher	3868834443	R2BCE7TRBXHQJH	5
Buecher	3868834443	R2E6NHQRU9RF8M	5
Buecher	3868834443	R2ZS2K5SWSDK4G	5
Buecher	3868834443	R3IUDZJF7QLW4H	5
Buecher	3868834443	RV0EZN4QDCO7C	5
Buecher	3868834443	R2WCMNJT0D0RDR	5
Buecher	3868834443	RU875MDBDC2HL	5
Buecher	3868834443	R36G4FFUIK8KQI	5
Buecher	3868834443	R2RHI4V56NHDSH	5
Buecher	3868834443	RGHXIA9EB1VPW	5
Buecher	3868834443	R2PH00SLJC9KNX	5
Buecher	3868834443	RUZI3A09DF9X8	5
Buecher	3868834443	R3U9BDT01GTLWN	5
Buecher	3868834443	R2KJ7KIEBH582L	5
Buecher	3868834443	R1SZSXH4C2G2TZ	5
Buecher	3868834443	RY03Y2GPHPG6	5
Buecher	3868834443	R113TQZOZW9NLA	5
Buecher	3868834443	R2SOOC60S1B0XY	5
Buecher	3868834443	R1I7R0NTA69G55	5
Buecher	3868834443	R1DZY4OW5PGMQ1	5
Buecher	3868834443	R1KUUJ2L7IMQ0X	5
Buecher	3868834443	R2ET95IZO0YQ1W	5
Buecher	3868834443	R1KRDF6S97F8XF	5
Buecher	3868834443	R1KE7RA2AKM694	5
Buecher	3868834443	RBQ5FEZ691L8G	5
Buecher	3868834443	R17SJLSN2PSMU9	5
Buecher	3868834443	RRAF6O97XUQFI	5
Buecher	3868834443	R2JVQI160OIQEJ	5
Buecher	3868834443	R3GXB42O3YBDRS	5
Buecher	3868834443	RY40BCKU51PVZ	5
Buecher	3868834443	R3ES73MWPY3LE2	5
Buecher	3868834443	R3F96L65FKZ5BL	5
Buecher	3868834443	R36WWIVIOQMC8I	5
Buecher	3868834443	RQ8C9AVWMM9P2	5
Buecher	3868834443	R3MTM85U2UTA13	5
Buecher	3868834443	RCUT2ZZQDR88E	5
Buecher	3868834443	RVENCXLMIBT9P	5
Buecher	3868834443	R3HUR9T0P0I1V1	5
Buecher	3868834443	R1JLU1EH8OAFZ5	5
Buecher	3868834443	R1VU58WYQZPHQJ	5
Buecher	3868834443	R139NMXJ1SGOHC	5
Buecher	386883091X	RJGWKT40FYQ9F	1
Buecher	386883091X	R35KQCJSZCE6ID	1
Buecher	386883091X	R1UZA12QFUMN08	1
Buecher	386883091X	R1W72AH016NIV8	1
Buecher	386883091X	R10VJRKJCVN47I	1
Buecher	386883091X	R22SYU7A0WX7TA	1
Buecher	386883091X	R18ZM5PKKYF0XQ	1
Buecher	386883091X	R21M9A7STAR712	1
Buecher	386883091X	R2JZIS2T0LIFEI	1
Buecher	386883091X	R1VM46YTXO7KR4	2
Buecher	386883091X	R29E8WOAHEXJSV	2
Buecher	386883091X	R3MNXHPIGV2VUN	2
Buecher	386883091X	R3AU0XWW37M9KD	2
Buecher	386883091X	RIF2HFTPJ62GK	3
Buecher	386883091X	R2M1Z5358SDL2N	3
Buecher	386883091X	R18WP5D70X0043	3
Buecher	386883091X	R1CV4CJY497L4K	3
Buecher	386883091X	R7GN2DM8P1VWK	3
Buecher	386883091X	R2R5EXXELBBQ3Z	3
Buecher	386883091X	R1853SVIO8VDRF	3
Buecher	386883091X	RG3U17PVL6JUK	3
Buecher	386883091X	R31ZRGT8TZ39UL	3
Buecher	386883091X	R3LZT3ZZF28PGM	3
Buecher	386883091X	R2CEJJY11JWEU3	3
Buecher	386883091X	R25W6RO71CKRND	3
Buecher	386883091X	R16VTWCRDTFCDU	3
Buecher	386883091X	R1ERPYTR2O5FXW	3
Buecher	386883091X	R3QKHBFXQYWTRB	3
Buecher	386883091X	R1O8X9E1TS6ET1	3
Buecher	386883091X	R351ZMJ0HJ4HKR	3
Buecher	386883091X	R3JOPZ40PK89BA	3
Buecher	386883091X	R19NERUFX50R78	3
Buecher	386883091X	R2IJPDSCDAEG4L	3
Buecher	386883091X	R1VZ9CDTJY6FXQ	3
Buecher	386883091X	R2OYUQ8RRAKY4M	4
Buecher	386883091X	R3NX8S9684G5MQ	4
Buecher	386883091X	R1EIA00T56LP4S	4
Buecher	386883091X	R3BAW0J46YY10V	4
Buecher	386883091X	RJBHSKVWY3UX0	4
Buecher	386883091X	R1SETUKHFDAKPD	4
Buecher	386883091X	RE2YIGE8GP62F	4
Buecher	386883091X	RKB76J1PP3EN8	4
Buecher	386883091X	R1KIU8UAM0YCUP	4
Buecher	386883091X	R1T8YUM8OYLK0V	4
Buecher	386883091X	R23KMLPOFSI5B6	4
Buecher	386883091X	RY1EA4Z3EQ4WI	4
Buecher	386883091X	R1JIN83BOMJCH8	4
Buecher	386883091X	R2G59TN3WA2G4D	4
Buecher	386883091X	R2725DUKGPQFKP	4
Buecher	386883091X	R22LBEJ7HERA56	4
Buecher	386883091X	R2AQITZEOYPU7C	4
Buecher	386883091X	R3Q0YLWAVJ081T	4
Buecher	386883091X	R2JK9DZ8Z2A457	4
Buecher	386883091X	R12AGKIG7LYSBD	4
Buecher	386883091X	R3IS90X2DM2T7B	4
Buecher	386883091X	R3HT9HQDBOWUN7	4
Buecher	386883091X	R1Y7IT1OT61MC5	4
Buecher	386883091X	R20QKWRMV8AMR0	4
Buecher	386883091X	RG6RMOHGUDKTE	4
Buecher	386883091X	R1LG3FSWSYEPHV	4
Buecher	386883091X	R10QYMN5ZHLQ35	4
Buecher	386883091X	R2KC107KLOFX6Q	4
Buecher	386883091X	R1S83XOYUE69IT	4
Buecher	386883091X	RYIGA7PJDHMRQ	4
Buecher	386883091X	R2RN5W78VEGASF	4
Buecher	386883091X	R2AQO24XKT8GP5	4
Buecher	386883091X	R1QEET3G0V830B	4
Buecher	386883091X	R1U5YY511ZCD1S	4
Buecher	386883091X	R1EDVHN7Y51W1E	4
Buecher	386883091X	RWYO8M2HBV6UM	4
Buecher	386883091X	R1A0Y8KC8FHE5Y	4
Buecher	386883091X	R253XKV9YISYZN	4
Buecher	386883091X	RCX762CQXACHM	4
Buecher	386883091X	R26Q407CDDYQ9O	4
Buecher	386883091X	R2AN2T3CRFNHF2	4
Buecher	386883091X	R10BG67SIQQSAO	4
Buecher	386883091X	R2O1DB93K22M20	4
Buecher	386883091X	RXTNP82GQP1O3	4
Buecher	386883091X	R3HZ1EII1UR56A	5
Buecher	386883091X	RRBJXOIM6AVWB	5
Buecher	386883091X	RDCGVFA0YCWP2	5
Buecher	386883091X	R2ZZ2MB08BCA8B	5
Buecher	386883091X	R2D4DJIW21AACQ	5
Buecher	386883091X	R24NNTTIN2R0H5	5
Buecher	386883091X	R8YYLU7X3OY5C	5
Buecher	386883091X	RMJ6VPEAYJOV6	5
Buecher	386883091X	R3KL6QZ33DVTY8	5
Buecher	386883091X	RX77U6Q5AECIS	5
Buecher	386883091X	R35FFBXBAW4JZ4	5
Buecher	386883091X	RBGX5R731TPID	5
Buecher	386883091X	R1R0FRBWGJKI9S	5
Buecher	386883091X	R1SGQ6Z0761TNT	5
Buecher	386883091X	RJGFDRTNZRXR2	5
Buecher	386883091X	R2SIX4RE7XYJYS	5
Buecher	386883091X	RVLAINV75K2HN	5
Buecher	386883091X	RQZ5B918IPVVE	5
Buecher	386883091X	RASNEC90BIVOZ	5
Buecher	386883091X	R3W1ZV7BTHE4AA	5
Buecher	386883091X	R3I3R3CKDZ5X0U	5
Buecher	386883091X	R39D7CQT6A5BP6	5
Buecher	386883091X	R11GO2T6O138HS	5
Buecher	386883091X	R29970MBTRI7QY	5
Buecher	386883091X	R2GWPBV3J5GSBM	5
Buecher	386883091X	R4I9KKMNGF0ZO	5
Buecher	386883091X	R1IH424DXU2LVO	5
Buecher	386883091X	R1IIKZVN3OZ3A8	5
Buecher	386883091X	R2BFY1R4VJYJ4Z	5
Buecher	386883091X	R132PJGU0BI8GJ	5
Buecher	386883091X	R3Q37YZBFL526G	5
Buecher	386883091X	R8IV2OO835NGJ	5
Buecher	386883091X	R1TO19XPYLKG14	5
Buecher	386883091X	R69KPZUNSJX7I	5
Buecher	386883091X	RYM16ZHK6CFY7	5
Buecher	386883091X	R3V0UQ35LGK7UQ	5
Buecher	386883091X	R1SSQ539A1GKKP	5
Buecher	386883091X	R3FVV2TCO7ORMW	5
Buecher	386883091X	R1LT64AOKCD2OO	5
Buecher	386883091X	R3OEUOY09QZ6SI	5
Buecher	386883091X	R3GYJ8WW9VDXCG	5
Buecher	386883091X	RH4UNWNLIFUQ2	5
Buecher	386883091X	R3BU4ZIXA7PDJT	5
Buecher	386883091X	R1TV5NOXJB7RA1	5
Buecher	386883091X	R2IRWFI93HPW37	5
Buecher	386883091X	R3NGJJBP8EGHMH	5
Buecher	386883091X	R31UZWPWW6M54W	5
Buecher	386883091X	R3BSJCVA44OKTM	5
Buecher	386883091X	RF7LZ4ER0SZJP	5
Buecher	386883091X	R2FUXU3CWU9XM	5
Buecher	386883091X	R1ULYH1QPJQNGB	5
Buecher	386883091X	RGT9ABYTVBNV8	5
Buecher	386883091X	R3Q8TSME74CYQO	5
Buecher	386883091X	RTGG63H21NS5J	5
Buecher	386883091X	R1MVJT6LIEBLGW	5
Buecher	386883091X	R1QFKUNLPKAS3W	5
Buecher	386883091X	R2JUAMYP1UN2UT	5
Buecher	386883091X	R16WQZ5JG44ZFA	5
Buecher	386883091X	R13LZXEO93Z3TE	5
Buecher	386883091X	R3L4ALRNSKH0GT	5
Buecher	386883091X	R1LEFWFDURHWVA	5
Buecher	386883091X	R129MS4LF3ZLRN	5
Buecher	386883091X	RVPAXFGZRLDD8	5
Buecher	386883091X	REC3657RVO1BS	5
Buecher	386883091X	R157D5QG43V2R1	5
Buecher	386883091X	R32H7JPOTWLIV6	5
Buecher	386883091X	R2G84QK71EH7G7	5
Buecher	386883091X	R1YRWVFBNQYMQ6	5
Buecher	386883091X	R2KRR19C7EYJSB	5
Buecher	386883091X	R27R2U14D6ZIXH	5
Buecher	386883091X	R28V64LGIKN0CI	5
Buecher	386883091X	R17E247LCTCHFB	5
Buecher	386883091X	R1ZG7Q2L7CVXVR	5
